																																																																																																																
Globals:	maxSwarmSize=	1000000	minimalExcitement=	1.0E-4	randomSeedCounter=	0	randomSeedTimer=	0	useSecureRandom=	false																																																																																																						
	started	ended	method	msmts	iter	FlameClass	F_R0C0_real	F_R0C0_imag	F_R1C0_real	F_R1C0_imag	F_absQ	F_size	F_sDim	F_pDim	F_target	F_anregung	F_tgt[ 0]	F_excit[ 0]	F_tgt[ 1]	F_excit[ 1]	F_NullPairsRe[ 0]	F_NullPairsIm[ 0]	F_NullPairsRe[ 1]	F_NullPairsIm[ 1]	F_NullPairsRe[ 2]	F_NullPairsIm[ 2]	F_NullPairsRe[ 3]	F_NullPairsIm[ 3]	F_obR0C0_real	F_obR0C0_imag	F_obR0C1_real	F_obR0C1_imag	F_obR1C0_real	F_obR1C0_imag	F_obR1C1_real	F_obR1C1_imag	F_P0I0	F_P0I1	F_P0I2	F_P0I3	F_P1I0	F_P1I1	F_P1I2	F_P1I3	F_P2I0	F_P2I1	F_P2I2	F_P2I3	F_P3I0	F_P3I1	F_P3I2	F_P3I3	F_R0C0_real	F_R0C0_imag	F_R0C1_real	F_R0C1_imag	F_R1C0_real	F_R1C0_imag	F_R1C1_real	F_R1C1_imag	F_peR0C0_real	F_peR0C0_imag	F_peR1C0_real	F_peR1C0_imag	F_evR0C0_real	F_evR0C0_imag	F_evR0C1_real	F_evR0C1_imag	F_evR1C0_real	F_evR1C0_imag	F_evR1C1_real	F_evR1C1_imag	F_ewR0C0_real	F_ewR0C0_imag	F_ewR1C0_real	F_ewR1C0_imag	avgIter	conv	div	target[0]	target[1]	sigma[0]	sigma[1]	dist[0]	dist[1]	sigma[0]	sigma[1]	minAbs	maxAbs	avgAbs	sigmaAbs	minSize	maxSize	avgSize	sigmaSize	minNP0	maxNP0	avgNP0	sigmaNP0	minNP1	maxNP1	avgNP1	sigmaNP1	minNP2	maxNP2	avgNP2	sigmaNP2	minNP3	maxNP3	avgNP3	sigmaNP3	nodeHash
	17/12/16 23:57	17/12/16 23:59	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	82	0	100	0	16724	662	2	4	0.98063	0.96163	0.98063	0.96163	0.98063	0.96163	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	82	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	82	0	100	0	100	0	82	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	64	973	27	0.40206	0.59794	0.01572	0.01572	0.41418	0.58582	0.01579	0.01579	31	2026	259	242	1520	635203	57524	70073	134	167389	8627	126	210	256797	11856	145	40	91772	4089	83	91	132957	3936	88	5D0526E3
	17/12/16 23:59	18/12/16 00:00	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	81	0	100	0	16561	661	2	4	0.9782	0.95688	0.9782	0.95688	0.9782	0.95688	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	81	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	81	0	100	0	100	0	81	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	62	974	26	0.39617	0.60383	0.01567	0.01567	0.41684	0.58316	0.0158	0.0158	30	2321	248	226	1177	697296	52275	62744	68	191579	8164	128	207	268657	10317	129	53	110767	3732	85	20	81590	3684	83	5D0526E3
	18/12/16 00:00	18/12/16 00:02	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	80	0	100	0	16400	660	2	4	0.97561	0.95181	0.97561	0.95181	0.97561	0.95181	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	80	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	80	0	100	0	100	0	80	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	63	979	21	0.39024	0.60976	0.01559	0.01559	0.3953	0.6047	0.01563	0.01563	28	2301	255	241	2629	810454	57087	73037	310	215332	8243	133	51	160308	11280	135	73	145517	4689	101	53	156613	4080	99	5D0526E3
	18/12/16 00:01	18/12/16 00:10	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	79	0	100	0	16241	659	2	4	0.97285	0.94643	0.97285	0.94643	0.97285	0.94643	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	79	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	79	0	100	0	100	0	79	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	64	975	25	0.38427	0.61573	0.01558	0.01558	0.39179	0.60821	0.01563	0.01563	15	2403	250	234	1391	525249	55783	68682	128	218911	8496	136	68	178423	10841	131	74	120521	4229	89	75	110042	4076	88	569586CE
	18/12/16 00:02	18/12/16 00:04	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	78	0	100	0	16084	658	2	4	0.96991	0.94072	0.96991	0.94072	0.96991	0.94072	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	78	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	78	0	100	0	100	0	78	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	62	978	22	0.37826	0.62174	0.01551	0.01551	0.38241	0.61759	0.01554	0.01554	26	2506	245	216	1365	701847	53972	68849	177	281800	8378	140	184	194750	11035	134	53	145189	3826	92	28	83073	3510	79	5D0526E3
	18/12/16 00:04	18/12/16 00:05	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	77	0	100	0	15929	657	2	4	0.96679	0.93468	0.96679	0.93468	0.96679	0.93468	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	77	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	77	0	100	0	100	0	77	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	64	972	28	0.37221	0.62779	0.0155	0.0155	0.36008	0.63992	0.0154	0.0154	19	2591	264	251	2605	594837	56253	70096	198	127291	8041	121	198	244710	11656	141	29	151944	4499	100	60	103377	3674	83	5D0526E3
	18/12/16 00:05	18/12/16 00:07	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	76	0	100	0	15776	656	2	4	0.96349	0.92831	0.96349	0.92831	0.96349	0.92831	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	76	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	76	0	100	0	100	0	76	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	62	974	26	0.36613	0.63387	0.01544	0.01544	0.35421	0.64579	0.01532	0.01532	13	2712	254	250	1787	884393	55576	79774	133	383410	7278	131	97	313281	12008	155	30	126457	4247	98	67	182894	4007	100	5D0526E3
	18/12/16 00:07	18/12/16 00:09	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	75	0	100	0	15625	655	2	4	0.96	0.9216	0.96	0.9216	0.96	0.9216	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	75	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	75	0	100	0	100	0	75	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	62	972	28	0.36	0.64	0.0154	0.0154	0.35905	0.64095	0.01539	0.01539	26	1785	246	222	1642	588612	53456	69995	65	187918	7293	125	198	243855	11456	140	73	159961	3991	95	59	117467	3749	88	5D0526E3
	18/12/16 00:09	18/12/16 00:10	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	74	0	100	0	15476	654	2	4	0.95632	0.91455	0.95632	0.91455	0.95632	0.91455	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	74	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	74	0	100	0	100	0	74	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	63	974	26	0.35384	0.64616	0.01532	0.01532	0.35832	0.64168	0.01536	0.01536	34	2081	257	236	2289	691578	58191	79646	131	272855	8133	132	259	241577	12822	153	61	133573	4251	95	27	60180	3640	78	5D0526E3
	18/12/16 00:10	18/12/16 00:12	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	73	0	100	0	15329	653	2	4	0.95244	0.90715	0.95244	0.90715	0.95244	0.90715	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	73	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	73	0	100	0	100	0	73	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	63	967	33	0.34764	0.65236	0.01531	0.01531	0.37125	0.62875	0.01554	0.01554	25	1966	259	264	1444	654299	54732	73562	93	238289	8171	141	62	255794	11466	142	63	73737	3904	83	63	116391	3575	87	5D0526E3
	18/12/16 00:10	18/12/16 00:19	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	72	0	100	0	15184	652	2	4	0.94837	0.8994	0.94837	0.8994	0.94837	0.8994	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	72	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	72	0	100	0	100	0	72	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	59	984	16	0.34141	0.65859	0.01512	0.01512	0.33943	0.66057	0.0151	0.0151	36	2064	236	215	2399	645914	49673	60810	260	181197	6682	113	218	197180	10682	130	83	289661	3806	103	83	78537	3440	79	569586CE
	18/12/16 00:12	18/12/16 00:13	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	71	0	100	0	15041	651	2	4	0.94409	0.8913	0.94409	0.8913	0.94409	0.8913	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	71	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	71	0	100	0	100	0	71	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	60	974	26	0.33515	0.66485	0.01513	0.01513	0.32546	0.67454	0.01501	0.01501	35	1896	242	223	1599	720058	50539	64042	80	208882	6975	123	198	235787	10771	127	25	155245	3989	96	57	75577	3299	80	5D0526E3
	18/12/16 00:13	18/12/16 00:15	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	70	0	100	0	14900	650	2	4	0.9396	0.88284	0.9396	0.88284	0.9396	0.88284	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	70	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	70	0	100	0	100	0	70	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	59	974	26	0.32886	0.67114	0.01505	0.01505	0.3193	0.6807	0.01494	0.01494	25	2551	242	234	2262	906828	52621	80928	154	416769	7318	145	183	355972	11657	154	36	187089	3843	94	44	90544	3261	82	5D0526E3
	18/12/16 00:15	18/12/16 00:16	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	69	0	100	0	14761	649	2	4	0.9349	0.87403	0.9349	0.87403	0.9349	0.87403	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	69	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	69	0	100	0	100	0	69	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	60	981	19	0.32254	0.67746	0.01492	0.01492	0.30989	0.69011	0.01476	0.01476	24	2196	241	230	2837	541586	52044	65612	163	171257	6208	111	182	238132	11598	140	33	142528	4390	101	61	75634	3588	80	5D0526E3
	18/12/16 00:16	18/12/16 00:18	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	68	0	100	0	14624	648	2	4	0.92998	0.86486	0.92998	0.86486	0.92998	0.86486	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	68	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	68	0	100	0	100	0	68	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	57	978	22	0.31619	0.68381	0.01487	0.01487	0.30368	0.69632	0.0147	0.0147	28	2395	231	224	1605	642677	48676	61184	130	130654	6136	113	171	293737	11033	135	34	113282	3745	90	56	102424	3202	80	5D0526E3
	18/12/16 00:18	18/12/16 00:19	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	67	0	100	0	14489	647	2	4	0.92484	0.85533	0.92484	0.85533	0.92484	0.85533	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	67	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	67	0	100	0	100	0	67	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	59	980	20	0.30982	0.69018	0.01477	0.01477	0.3	0.7	0.01464	0.01464	20	2395	237	226	1598	814083	52731	70996	97	155566	6753	123	145	331007	11881	144	83	132016	3945	97	55	183257	3557	93	5D0526E3
	18/12/16 00:19	18/12/16 00:27	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	66	0	100	0	14356	646	2	4	0.91948	0.84544	0.91948	0.84544	0.91948	0.84544	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	66	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	66	0	100	0	100	0	66	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	58	974	26	0.30343	0.69657	0.01473	0.01473	0.31725	0.68275	0.01491	0.01491	21	2014	222	191	1111	569195	46241	58934	144	195020	6356	120	80	209244	9983	122	31	156252	3502	92	55	130357	3062	83	569586CE
	18/12/16 00:19	18/12/16 00:20	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	65	0	100	0	14225	645	2	4	0.91388	0.83518	0.91388	0.83518	0.91388	0.83518	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	65	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	65	0	100	0	100	0	65	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	57	979	21	0.29701	0.70299	0.0146	0.0146	0.28498	0.71502	0.01443	0.01443	22	2356	230	237	1980	540305	46857	58325	118	142792	5820	110	204	223853	11036	134	31	82127	3209	77	59	88275	3141	80	5D0526E3
	18/12/16 00:20	18/12/16 00:22	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	64	0	100	0	14096	644	2	4	0.90806	0.82457	0.90806	0.82457	0.90806	0.82457	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	64	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	64	0	100	0	100	0	64	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	56	980	20	0.29058	0.70942	0.0145	0.0145	0.28061	0.71939	0.01435	0.01435	31	1660	218	205	1931	725845	46593	63094	161	134019	5327	105	289	279270	11264	143	43	77675	3305	79	62	121037	3189	87	5D0526E3
	18/12/16 00:22	18/12/16 00:23	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	63	0	100	0	13969	643	2	4	0.902	0.8136	0.902	0.8136	0.902	0.8136	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	63	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	63	0	100	0	100	0	63	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	57	978	22	0.28413	0.71587	0.01442	0.01442	0.26994	0.73006	0.0142	0.0142	23	2241	222	201	2272	526831	46896	56808	227	158361	5453	107	67	158220	10818	123	40	154576	3766	91	62	130042	3192	82	5D0526E3
	18/12/16 00:23	18/12/16 00:24	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	62	0	100	0	13844	642	2	4	0.89569	0.80227	0.89569	0.80227	0.89569	0.80227	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	62	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	62	0	100	0	100	0	62	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	58	982	18	0.27767	0.72233	0.01429	0.01429	0.26477	0.73523	0.01408	0.01408	22	2431	230	216	1453	651781	50144	64808	207	264189	6201	127	124	274742	11640	133	69	108717	3508	82	39	163941	3504	94	5D0526E3
	18/12/16 00:24	18/12/16 00:25	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	61	0	100	0	13721	641	2	4	0.88915	0.79058	0.88915	0.79058	0.88915	0.79058	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	61	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	61	0	100	0	100	0	61	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	57	984	16	0.27119	0.72881	0.01417	0.01417	0.27846	0.72154	0.01429	0.01429	24	1952	222	210	1965	468193	48074	59630	143	177450	5601	112	55	171382	11527	135	35	84562	3727	87	42	86332	2971	78	5D0526E3
	18/12/16 00:25	18/12/16 00:27	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	60	0	100	0	13600	640	2	4	0.88235	0.77855	0.88235	0.77855	0.88235	0.77855	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	60	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	60	0	100	0	100	0	60	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	55	983	17	0.26471	0.73529	0.01407	0.01407	0.26958	0.73042	0.01415	0.01415	21	1852	216	198	1111	659762	45343	61244	115	223414	5368	119	135	199005	10824	129	56	206315	3538	96	60	56281	2732	68	5D0526E3
	18/12/16 00:27	18/12/16 00:28	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	59	0	100	0	13481	639	2	4	0.87531	0.76616	0.87531	0.76616	0.87531	0.76616	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	59	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	59	0	100	0	100	0	59	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	57	978	22	0.25822	0.74178	0.01399	0.01399	0.24131	0.75869	0.01368	0.01368	17	1963	228	222	894	955024	47928	64955	109	151598	4933	97	130	278228	12302	141	30	234572	3678	101	52	91794	2835	72	5D0526E3
	18/12/16 00:27	18/12/16 00:35	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	58	0	100	0	13364	638	2	4	0.868	0.75343	0.868	0.75343	0.868	0.75343	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	58	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	58	0	100	0	100	0	58	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	55	990	10	0.25172	0.74828	0.01379	0.01379	0.25152	0.74848	0.01379	0.01379	24	2228	217	202	2085	577818	48197	64670	127	229867	5648	120	208	232963	11830	138	23	155024	3343	87	61	90181	3069	83	569586CE
	18/12/16 00:28	18/12/16 00:29	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	57	0	100	0	13249	637	2	4	0.86044	0.74036	0.86044	0.74036	0.86044	0.74036	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	57	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	57	0	100	0	100	0	57	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	53	984	16	0.24523	0.75477	0.01371	0.01371	0.22764	0.77236	0.01337	0.01337	9	1777	212	194	2174	613372	45467	59691	116	173842	4867	108	207	240329	11379	135	39	75735	3298	79	43	186832	2982	89	5D0526E3
	18/12/16 00:29	18/12/16 00:30	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	56	0	100	0	13136	636	2	4	0.85262	0.72696	0.85262	0.72696	0.85262	0.72696	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	56	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	56	0	100	0	100	0	56	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	54	985	15	0.23873	0.76127	0.01358	0.01358	0.25178	0.74822	0.01383	0.01383	21	1594	210	192	2178	525621	45560	62047	119	221828	5155	118	162	190777	11456	138	27	80646	3030	75	59	81626	2935	76	5D0526E3
	18/12/16 00:30	18/12/16 00:31	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	55	0	100	0	13025	635	2	4	0.84453	0.71323	0.84453	0.71323	0.84453	0.71323	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	55	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	55	0	100	0	100	0	55	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	51	988	12	0.23225	0.76775	0.01343	0.01343	0.23482	0.76518	0.01349	0.01349	26	2371	202	189	1698	561674	42325	59568	54	156715	4511	103	175	182510	10880	139	50	82824	3145	86	50	49932	2432	63	5D0526E3
	18/12/16 00:31	18/12/16 00:33	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	54	0	100	0	12916	634	2	4	0.83617	0.69918	0.83617	0.69918	0.83617	0.69918	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	54	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	54	0	100	0	100	0	54	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	54	988	12	0.22577	0.77423	0.0133	0.0133	0.2247	0.7753	0.01328	0.01328	22	1566	212	189	1951	919045	46196	67678	100	320404	5013	121	153	249157	11364	137	37	109777	3529	90	77	134116	2988	84	5D0526E3
	18/12/16 00:33	18/12/16 00:34	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	53	0	100	0	12809	633	2	4	0.82754	0.68483	0.82754	0.68483	0.82754	0.68483	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	53	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	53	0	100	0	100	0	53	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	51	990	10	0.2193	0.7807	0.01315	0.01315	0.21919	0.78081	0.01315	0.01315	18	1630	199	175	1468	649211	42845	62771	97	147476	4406	106	207	194344	10991	134	46	162330	3339	96	86	75252	2496	69	5D0526E3
	18/12/16 00:34	18/12/16 00:35	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	52	0	100	0	12704	632	2	4	0.81864	0.67017	0.81864	0.67017	0.81864	0.67017	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	52	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	52	0	100	0	100	0	52	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	52	985	15	0.21285	0.78715	0.01304	0.01304	0.20406	0.79594	0.01284	0.01284	18	1999	207	206	1939	490243	41844	52011	158	123520	4333	95	196	199325	10548	124	58	107211	2962	79	55	127864	2881	83	5D0526E3
	18/12/16 00:35	18/12/16 00:36	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	51	0	100	0	12601	631	2	4	0.80946	0.65522	0.80946	0.65522	0.80946	0.65522	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	51	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	51	0	100	0	100	0	51	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	49	993	7	0.20641	0.79359	0.01284	0.01284	0.19839	0.80161	0.01266	0.01266	25	1809	201	184	925	770082	43425	62583	90	126886	4221	99	159	358451	11673	145	27	76045	3086	79	40	106348	2540	73	5D0526E3
	18/12/16 00:35	18/12/16 00:43	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	50	0	100	0	12500	630	2	4	0.8	0.64	0.8	0.64	0.8	0.64	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	50	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	50	0	100	0	100	0	50	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	54	980	20	0.2	0.8	0.01278	0.01278	0.19694	0.80306	0.0127	0.0127	21	2001	216	217	1601	771697	46118	69446	68	295287	5056	129	91	138730	11156	127	59	242608	3913	107	64	151230	2729	86	569586CE
	18/12/16 00:36	18/12/16 00:37	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	49	0	100	0	12401	629	2	4	0.79026	0.62451	0.79026	0.62451	0.79026	0.62451	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	49	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	49	0	100	0	100	0	49	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	52	985	15	0.19361	0.80639	0.01259	0.01259	0.20508	0.79492	0.01286	0.01286	27	2057	206	200	1889	477152	42646	54559	174	153397	4647	106	154	207892	11025	130	67	71094	2830	73	83	71657	2625	73	5D0526E3
	18/12/16 00:37	18/12/16 00:38	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	48	0	100	0	12304	628	2	4	0.78023	0.60877	0.78023	0.60877	0.78023	0.60877	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	48	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	48	0	100	0	100	0	48	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	49	989	11	0.18726	0.81274	0.01241	0.01241	0.16582	0.83418	0.01183	0.01183	19	1747	190	170	1455	478274	38110	47680	143	168458	3778	101	232	143582	10102	113	64	133685	2725	80	53	110068	2271	72	5D0526E3
	18/12/16 00:38	18/12/16 00:39	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	47	0	100	0	12209	627	2	4	0.76992	0.59278	0.76992	0.59278	0.76992	0.59278	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	47	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	47	0	100	0	100	0	47	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	49	990	10	0.18093	0.81907	0.01223	0.01223	0.18081	0.81919	0.01223	0.01223	23	1414	190	166	2481	636241	40996	58290	128	182098	3899	103	210	153487	10786	125	90	158269	3211	97	53	166666	2422	85	5D0526E3
	18/12/16 00:39	18/12/16 00:40	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	46	0	100	0	12116	626	2	4	0.75933	0.57658	0.75933	0.57658	0.75933	0.57658	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	46	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	46	0	100	0	100	0	46	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	49	991	9	0.17465	0.82535	0.01206	0.01206	0.16852	0.83148	0.01189	0.01189	31	2728	194	191	1504	504672	40233	53752	155	222594	4140	110	74	199151	10431	124	79	137211	2829	85	70	77825	2535	77	5D0526E3
	18/12/16 00:40	18/12/16 00:41	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	45	0	100	0	12025	625	2	4	0.74844	0.56016	0.74844	0.56016	0.74844	0.56016	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	45	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	45	0	100	0	100	0	45	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	46	990	10	0.1684	0.8316	0.01189	0.01189	0.17374	0.82626	0.01204	0.01204	25	1591	180	140	2111	400794	35810	37961	157	104148	3364	83	193	95940	9576	103	64	73118	2551	72	31	147016	2241	78	5D0526E3
	18/12/16 00:41	18/12/16 00:42	Referenzmethode	1000	200	de.bzus.flame.process.PauliFlame	44	0	100	0	11936	624	2	4	0.73727	0.54356	0.73727	0.54356	0.73727	0.54356	0	20	0	20	50	50	50	50	1	0	0	0	0	0	-1	0	44	20	0	20	100	20	0	20	50	50	50	50	50	50	50	50	44	0	100	0	100	0	44	0	1	0	0	0	1	0	0	0	0	0	1	0	-1	0	1	0	49	984	16	0.1622	0.8378	0.01175	0.01175	0.13313	0.86687	0.01083	0.01083	22	2086	200	205	1909	595374	39781	53838	89	176912	3218	92	156	217014	11636	135	55	82474	2722	74	56	39912	2128	60	5D0526E3
