

Start	2017-06-30 02:52:39	End	2017-06-30 02:52:46	Instance	08D6F647	Method	Reference Method	Msmts	1000	Iterations	500
Globals:	debugLevel=1	maxSwarmSize=1000000	reseedCounter=10000000	minimalExcitement=1.0E-4	logDir=./log	xmlDir=./xml	maxFullHistories=100	noOfBatchFileThreads=8	iniFilename=FlameModel.ini	defaultRandMin=1000	defaultRandMax=10000	defaultMeasurements=100	defaultIterations=500	defaultDimension=3	defaultHistories=10	defaultUseObservable=true
	msmt	iter	FlameClass	F_Row1_real	F_Row1_imag	F_Row2_real	F_Row2_imag	F_absQ	F_size	F_sDim	F_pDim	F_glb exc	F_loc exc[ 1]	F_loc exc[ 2]	F_NullPairsRe[ 0]	F_NullPairsIm[ 0]	F_NullPairsRe[ 1]	F_NullPairsIm[ 1]	F_NullPairsRe[ 2]	F_NullPairsIm[ 2]	F_NullPairsRe[ 3]	F_NullPairsIm[ 3]	F_obR1C1_real	F_obR1C1_imag	F_obR1C2_real	F_obR1C2_imag	F_obR2C1_real	F_obR2C1_imag	F_obR2C2_real	F_obR2C2_imag	F_P0I0	F_P0I1	F_P0I2	F_P0I3	F_P1I0	F_P1I1	F_P1I2	F_P1I3	F_P2I0	F_P2I1	F_P2I2	F_P2I3	F_P3I0	F_P3I1	F_P3I2	F_P3I3	F_R1C1_real	F_R1C1_imag	F_R1C2_real	F_R1C2_imag	F_R2C1_real	F_R2C1_imag	F_R2C2_real	F_R2C2_imag	F_peRow1_real	F_peRow1_imag	F_peRow2_real	F_peRow2_imag	F_evR1C1_real	F_evR1C1_imag	F_evR1C2_real	F_evR1C2_imag	F_evR2C1_real	F_evR2C1_imag	F_evR2C2_real	F_evR2C2_imag	F_ewRow1_real	F_ewRow1_imag	F_ewRow2_real	F_ewRow2_imag
	6	34	de.bzus.flame.process.PauliFlame	182,00000	-14,00000	12,00000	-34,00000	34620	6920	2	4	0,14456	0,14456	0,14456	391	398	84	95	665	659	467	469	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	502	398	391	418	84	95	98	99	692	827	665	659	467	506	550	469	28,00000	17,00000	154,00000	-31,00000	-182,00000	23,00000	194,00000	-57,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	35	de.bzus.flame.process.PauliFlame	227,00000	-6,00000	-37,00000	-46,00000	55050	7927	2	4	0,23719	0,23719	0,23719	488	483	91	103	799	768	500	510	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	598	483	488	506	91	103	106	106	803	966	799	768	500	534	566	510	44,00000	1,00000	183,00000	-7,00000	-213,00000	1,00000	176,00000	-47,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	36	de.bzus.flame.process.PauliFlame	230,00000	-36,00000	-72,00000	-24,00000	59956	8184	2	4	0,34736	0,34736	0,34736	552	546	86	102	812	772	502	513	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	640	546	552	573	86	102	95	105	832	974	812	772	502	527	553	513	37,00000	-13,00000	193,00000	-23,00000	-211,00000	17,00000	139,00000	-41,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	37	de.bzus.flame.process.PauliFlame	262,00000	-18,00000	-72,00000	-32,00000	75176	8658	2	4	0,30304	0,30304	0,30304	550	552	87	100	940	900	501	508	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	655	552	550	579	87	102	97	100	940	1099	943	900	501	512	533	508	73,00000	-23,00000	189,00000	5,00000	-209,00000	-1,00000	137,00000	-31,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	38	de.bzus.flame.process.PauliFlame	258,00000	-16,00000	-48,00000	-44,00000	71060	8868	2	4	0,22443	0,22443	0,22443	577	566	84	93	1006	981	455	470	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	688	566	577	597	84	94	90	93	1006	1178	1020	981	455	470	499	470	67,00000	-31,00000	191,00000	15,00000	-203,00000	-13,00000	155,00000	-31,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	39	de.bzus.flame.process.PauliFlame	238,00000	-36,00000	-26,00000	-48,00000	60920	9260	2	4	0,18610	0,18610	0,18610	639	614	80	86	1051	1053	453	458	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	748	614	639	654	80	86	83	88	1051	1233	1059	1053	453	458	501	460	61,00000	-42,00000	177,00000	6,00000	-183,00000	-10,00000	157,00000	-38,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	40	de.bzus.flame.process.PauliFlame	258,00000	-39,00000	-24,00000	-29,00000	69502	10099	2	4	0,07989	0,07989	0,07989	714	700	83	84	1171	1163	474	452	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	833	700	714	737	83	87	85	84	1171	1342	1188	1163	474	452	512	474	81,00000	-59,00000	177,00000	20,00000	-181,00000	-14,00000	157,00000	-15,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	41	de.bzus.flame.process.PauliFlame	239,00000	-29,00000	-13,00000	-21,00000	58572	11360	2	4	0,04122	0,04122	0,04122	834	834	85	86	1315	1309	513	496	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	951	834	834	861	85	88	89	86	1315	1485	1333	1309	513	496	563	518	67,00000	-49,00000	172,00000	20,00000	-180,00000	-16,00000	167,00000	-5,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	42	de.bzus.flame.process.PauliFlame	236,00000	-42,00000	0,00000	-14,00000	57656	12780	2	4	0,01355	0,01355	0,01355	955	954	88	90	1480	1479	580	558	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1077	954	955	985	88	93	92	90	1480	1645	1492	1479	580	558	628	584	74,00000	-57,00000	162,00000	15,00000	-170,00000	-9,00000	170,00000	-5,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	43	de.bzus.flame.process.PauliFlame	237,00000	-41,00000	-1,00000	-13,00000	58020	14356	2	4	0,01169	0,01169	0,01169	1102	1103	95	97	1648	1648	652	628	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1222	1103	1102	1133	95	100	97	97	1648	1815	1661	1648	652	628	700	655	72,00000	-57,00000	165,00000	16,00000	-169,00000	-10,00000	168,00000	-3,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	44	de.bzus.flame.process.PauliFlame	238,00000	-38,00000	-2,00000	-10,00000	58192	15938	2	4	0,00714	0,00714	0,00714	1244	1248	100	101	1824	1823	726	701	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1364	1248	1244	1276	100	105	102	101	1824	1988	1837	1823	726	701	771	728	75,00000	-55,00000	163,00000	17,00000	-167,00000	-9,00000	165,00000	-1,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	45	de.bzus.flame.process.PauliFlame	231,00000	-37,00000	-13,00000	-3,00000	54908	17440	2	4	0,01293	0,01293	0,01293	1389	1394	105	107	1989	1987	785	763	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1501	1394	1389	1418	105	111	108	107	1989	2156	2002	1987	785	763	832	793	65,00000	-54,00000	166,00000	17,00000	-172,00000	-9,00000	159,00000	6,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	46	de.bzus.flame.process.PauliFlame	218,00000	-30,00000	-10,00000	-8,00000	48588	18864	2	4	0,01346	0,01346	0,01346	1520	1519	110	112	2141	2141	856	835	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1627	1519	1520	1542	110	116	113	112	2141	2303	2160	2141	856	835	904	865	59,00000	-53,00000	159,00000	23,00000	-165,00000	-15,00000	155,00000	7,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	47	de.bzus.flame.process.PauliFlame	215,00000	-44,00000	-5,00000	2,00000	48190	20307	2	4	0,00241	0,00241	0,00241	1638	1632	115	114	2309	2306	930	910	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1748	1632	1638	1662	115	123	120	114	2309	2465	2316	2306	930	910	979	940	61,00000	-60,00000	154,00000	16,00000	-164,00000	2,00000	159,00000	0,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	48	de.bzus.flame.process.PauliFlame	207,00000	-39,00000	-3,00000	1,00000	44380	21852	2	4	0,00090	0,00090	0,00090	1776	1770	129	127	2463	2467	1009	989	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	1882	1770	1776	1799	129	137	133	127	2463	2621	2473	2467	1009	989	1058	1019	57,00000	-59,00000	150,00000	20,00000	-158,00000	0,00000	155,00000	1,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	6	49	de.bzus.flame.process.PauliFlame	207,00000	-40,00000	-1,00000	0,00000	44450	23415	2	4	0,00009	0,00009	0,00009	1910	1904	143	141	2626	2631	1087	1068	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	2017	1904	1910	1934	143	151	147	141	2626	2785	2636	2631	1087	1068	1137	1098	57,00000	-60,00000	150,00000	20,00000	-158,00000	0,00000	157,00000	0,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	msmt	iter	FlameClass	F_Row1_real	F_Row1_imag	F_Row2_real	F_Row2_imag	F_absQ	F_size	F_sDim	F_pDim	F_glb exc	F_loc exc[ 1]	F_loc exc[ 2]	F_NullPairsRe[ 0]	F_NullPairsIm[ 0]	F_NullPairsRe[ 1]	F_NullPairsIm[ 1]	F_NullPairsRe[ 2]	F_NullPairsIm[ 2]	F_NullPairsRe[ 3]	F_NullPairsIm[ 3]	F_obR1C1_real	F_obR1C1_imag	F_obR1C2_real	F_obR1C2_imag	F_obR2C1_real	F_obR2C1_imag	F_obR2C2_real	F_obR2C2_imag	F_P0I0	F_P0I1	F_P0I2	F_P0I3	F_P1I0	F_P1I1	F_P1I2	F_P1I3	F_P2I0	F_P2I1	F_P2I2	F_P2I3	F_P3I0	F_P3I1	F_P3I2	F_P3I3	F_R1C1_real	F_R1C1_imag	F_R1C2_real	F_R1C2_imag	F_R2C1_real	F_R2C1_imag	F_R2C2_real	F_R2C2_imag	F_peRow1_real	F_peRow1_imag	F_peRow2_real	F_peRow2_imag	F_evR1C1_real	F_evR1C1_imag	F_evR1C2_real	F_evR1C2_imag	F_evR2C1_real	F_evR2C1_imag	F_evR2C2_real	F_evR2C2_imag	F_ewRow1_real	F_ewRow1_imag	F_ewRow2_real	F_ewRow2_imag
	7	-1	de.bzus.flame.process.PauliFlame	54,00000	-24,00000	24,00000	-40,00000	 5668	3400	2	4	0,94609	0,94609	0,94609	198	202	220	210	199	206	207	176	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	224	202	198	228	233	210	220	216	234	207	199	206	221	219	207	176	40,00000	17,00000	14,00000	-41,00000	12,00000	29,00000	12,00000	-69,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	7	0	de.bzus.flame.process.PauliFlame	48,00000	-18,00000	44,00000	-44,00000	 6500	2248	2	4	0,96337	0,96337	0,96337	126	135	137	124	127	121	135	117	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	164	135	126	152	145	124	137	138	165	121	127	139	155	168	135	117	58,00000	34,00000	-10,00000	-52,00000	26,00000	24,00000	18,00000	-68,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	7	1	de.bzus.flame.process.PauliFlame	5,00000	17,00000	45,00000	-51,00000	 4940	1884	2	4	0,23809	0,23809	0,23809	100	103	87	78	115	90	159	142	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	125	103	100	106	87	78	87	92	128	90	115	117	166	189	159	142	32,00000	44,00000	-27,00000	-27,00000	27,00000	-1,00000	18,00000	-50,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	7	2	de.bzus.flame.process.PauliFlame	2,00000	11,00000	42,00000	-65,00000	 6114	2315	2	4	0,08011	0,08011	0,08011	115	110	96	88	153	124	206	189	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	140	110	115	120	96	88	99	105	164	124	153	153	215	238	206	189	34,00000	39,00000	-32,00000	-28,00000	26,00000	-6,00000	16,00000	-59,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	7	3	de.bzus.flame.process.PauliFlame	0,00000	3,00000	36,00000	-65,00000	 5530	2853	2	4	0,00650	0,00650	0,00650	144	140	106	98	188	163	262	245	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	169	140	144	147	106	98	113	122	201	163	188	191	272	292	262	245	35,00000	40,00000	-35,00000	-37,00000	21,00000	-11,00000	15,00000	-54,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	7	4	de.bzus.flame.process.PauliFlame	0,00000	2,00000	36,00000	-64,00000	 5396	3486	2	4	0,00296	0,00296	0,00296	176	172	136	128	227	203	319	302	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	200	172	176	178	136	128	142	153	241	203	227	231	329	349	319	302	34,00000	41,00000	-34,00000	-39,00000	22,00000	-11,00000	14,00000	-53,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	7	5	de.bzus.flame.process.PauliFlame	1,00000	1,00000	39,00000	-65,00000	 5748	4122	2	4	0,00139	0,00139	0,00139	205	202	167	158	269	244	376	359	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	230	202	205	208	167	158	172	184	283	244	269	273	386	406	376	359	35,00000	41,00000	-34,00000	-40,00000	24,00000	-12,00000	15,00000	-53,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	7	6	de.bzus.flame.process.PauliFlame	0,00000	-1,00000	40,00000	-67,00000	 6090	4767	2	4	0,00066	0,00066	0,00066	236	231	198	189	312	286	433	416	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	261	231	236	239	198	189	203	215	326	286	312	316	443	463	433	416	35,00000	39,00000	-35,00000	-40,00000	25,00000	-12,00000	15,00000	-55,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	7	7	de.bzus.flame.process.PauliFlame	-1,00000	0,00000	41,00000	-68,00000	 6306	5425	2	4	0,00063	0,00063	0,00063	269	264	229	220	356	330	490	472	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	294	264	269	272	229	220	234	246	370	330	356	360	499	520	490	472	34,00000	40,00000	-35,00000	-40,00000	25,00000	-12,00000	16,00000	-56,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	7	8	de.bzus.flame.process.PauliFlame	0,00000	0,00000	42,00000	-66,00000	 6120	6082	2	4	0,00000	0,00000	0,00000	302	297	260	251	399	374	547	529	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	327	297	302	304	260	251	264	277	414	374	399	404	556	577	547	529	34,00000	41,00000	-34,00000	-41,00000	26,00000	-11,00000	16,00000	-55,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	msmt	iter	FlameClass	F_Row1_real	F_Row1_imag	F_Row2_real	F_Row2_imag	F_absQ	F_size	F_sDim	F_pDim	F_glb exc	F_loc exc[ 1]	F_loc exc[ 2]	F_NullPairsRe[ 0]	F_NullPairsIm[ 0]	F_NullPairsRe[ 1]	F_NullPairsIm[ 1]	F_NullPairsRe[ 2]	F_NullPairsIm[ 2]	F_NullPairsRe[ 3]	F_NullPairsIm[ 3]	F_obR1C1_real	F_obR1C1_imag	F_obR1C2_real	F_obR1C2_imag	F_obR2C1_real	F_obR2C1_imag	F_obR2C2_real	F_obR2C2_imag	F_P0I0	F_P0I1	F_P0I2	F_P0I3	F_P1I0	F_P1I1	F_P1I2	F_P1I3	F_P2I0	F_P2I1	F_P2I2	F_P2I3	F_P3I0	F_P3I1	F_P3I2	F_P3I3	F_R1C1_real	F_R1C1_imag	F_R1C2_real	F_R1C2_imag	F_R2C1_real	F_R2C1_imag	F_R2C2_real	F_R2C2_imag	F_peRow1_real	F_peRow1_imag	F_peRow2_real	F_peRow2_imag	F_evR1C1_real	F_evR1C1_imag	F_evR1C2_real	F_evR1C2_imag	F_evR2C1_real	F_evR2C1_imag	F_evR2C2_real	F_evR2C2_imag	F_ewRow1_real	F_ewRow1_imag	F_ewRow2_real	F_ewRow2_imag
	8	-1	de.bzus.flame.process.PauliFlame	54,00000	-24,00000	24,00000	-40,00000	 5668	3400	2	4	0,94609	0,94609	0,94609	198	202	220	210	199	206	207	176	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	224	202	198	228	233	210	220	216	234	207	199	206	221	219	207	176	40,00000	17,00000	14,00000	-41,00000	12,00000	29,00000	12,00000	-69,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	8	0	de.bzus.flame.process.PauliFlame	70,00000	6,00000	18,00000	6,00000	 5296	2776	2	4	0,25342	0,25342	0,25342	124	140	140	124	163	167	234	204	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	159	140	124	154	149	144	140	124	203	178	163	167	249	244	234	204	50,00000	26,00000	20,00000	-20,00000	-2,00000	60,00000	20,00000	-54,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	8	1	de.bzus.flame.process.PauliFlame	100,00000	9,00000	6,00000	1,00000	10118	3023	2	4	0,01457	0,01457	0,01457	148	167	146	131	173	171	240	223	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	186	167	148	183	161	152	146	131	215	187	173	171	271	269	240	223	69,00000	30,00000	31,00000	-21,00000	-1,00000	63,00000	7,00000	-62,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	8	2	de.bzus.flame.process.PauliFlame	99,00000	8,00000	9,00000	8,00000	10010	3887	2	4	0,05710	0,05710	0,05710	198	220	182	164	227	228	315	298	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	237	220	198	236	197	188	182	164	269	243	227	228	345	340	315	298	69,00000	26,00000	30,00000	-18,00000	0,00000	66,00000	9,00000	-58,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	8	3	de.bzus.flame.process.PauliFlame	104,00000	16,00000	-2,00000	4,00000	11092	4674	2	4	0,00720	0,00720	0,00720	246	269	215	197	278	278	378	361	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	283	269	246	283	229	221	215	197	319	296	278	278	413	408	378	361	72,00000	33,00000	32,00000	-17,00000	-4,00000	65,00000	2,00000	-61,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	8	4	de.bzus.flame.process.PauliFlame	105,00000	20,00000	-1,00000	0,00000	11426	5575	2	4	0,00035	0,00035	0,00035	294	320	253	235	337	337	457	437	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	333	320	294	334	266	259	253	235	378	353	337	337	494	488	457	437	76,00000	37,00000	29,00000	-17,00000	-3,00000	65,00000	2,00000	-65,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	8	5	de.bzus.flame.process.PauliFlame	106,00000	20,00000	0,00000	0,00000	11636	6514	2	4	0,00000	0,00000	0,00000	346	373	290	272	394	394	545	525	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	386	373	346	387	303	296	290	272	435	410	394	394	582	576	545	525	77,00000	37,00000	29,00000	-17,00000	-3,00000	65,00000	3,00000	-65,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	msmt	iter	FlameClass	F_Row1_real	F_Row1_imag	F_Row2_real	F_Row2_imag	F_absQ	F_size	F_sDim	F_pDim	F_glb exc	F_loc exc[ 1]	F_loc exc[ 2]	F_NullPairsRe[ 0]	F_NullPairsIm[ 0]	F_NullPairsRe[ 1]	F_NullPairsIm[ 1]	F_NullPairsRe[ 2]	F_NullPairsIm[ 2]	F_NullPairsRe[ 3]	F_NullPairsIm[ 3]	F_obR1C1_real	F_obR1C1_imag	F_obR1C2_real	F_obR1C2_imag	F_obR2C1_real	F_obR2C1_imag	F_obR2C2_real	F_obR2C2_imag	F_P0I0	F_P0I1	F_P0I2	F_P0I3	F_P1I0	F_P1I1	F_P1I2	F_P1I3	F_P2I0	F_P2I1	F_P2I2	F_P2I3	F_P3I0	F_P3I1	F_P3I2	F_P3I3	F_R1C1_real	F_R1C1_imag	F_R1C2_real	F_R1C2_imag	F_R2C1_real	F_R2C1_imag	F_R2C2_real	F_R2C2_imag	F_peRow1_real	F_peRow1_imag	F_peRow2_real	F_peRow2_imag	F_evR1C1_real	F_evR1C1_imag	F_evR1C2_real	F_evR1C2_imag	F_evR2C1_real	F_evR2C1_imag	F_evR2C2_real	F_evR2C2_imag	F_ewRow1_real	F_ewRow1_imag	F_ewRow2_real	F_ewRow2_imag
	9	-1	de.bzus.flame.process.PauliFlame	54,00000	-24,00000	24,00000	-40,00000	 5668	3400	2	4	0,94609	0,94609	0,94609	198	202	220	210	199	206	207	176	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	224	202	198	228	233	210	220	216	234	207	199	206	221	219	207	176	40,00000	17,00000	14,00000	-41,00000	12,00000	29,00000	12,00000	-69,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	9	0	de.bzus.flame.process.PauliFlame	7,00000	-48,00000	23,00000	-42,00000	 4646	2163	2	4	0,99983	0,99983	0,99983	146	130	121	116	116	120	132	122	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	146	130	146	166	136	116	121	125	155	127	116	120	132	158	147	122	-15,00000	0,00000	22,00000	-48,00000	8,00000	30,00000	15,00000	-72,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	9	1	de.bzus.flame.process.PauliFlame	18,00000	-10,00000	46,00000	10,00000	 2640	1814	2	4	0,53925	0,53925	0,53925	85	93	73	71	93	105	157	151	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	97	93	85	109	93	87	73	71	138	105	93	109	157	186	167	151	2,00000	19,00000	16,00000	-29,00000	24,00000	61,00000	22,00000	-51,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	9	2	de.bzus.flame.process.PauliFlame	10,00000	-12,00000	32,00000	30,00000	 2168	2120	2	4	0,39952	0,39952	0,39952	91	95	98	85	137	148	173	169	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	98	95	91	106	112	105	98	85	180	148	137	148	173	191	184	169	-4,00000	11,00000	14,00000	-23,00000	14,00000	63,00000	18,00000	-33,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	9	3	de.bzus.flame.process.PauliFlame	0,00000	0,00000	18,00000	58,00000	 3688	2398	2	4	0,00000	0,00000	0,00000	87	90	107	83	169	182	206	202	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	95	90	87	101	108	123	107	83	220	184	169	182	206	224	217	202	-3,00000	11,00000	3,00000	-11,00000	-1,00000	91,00000	19,00000	-33,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
