

Start	2017-06-30 02:52:39	End	2017-06-30 02:52:46	Instance	08D6F647	Method	Reference Method	Msmts	1000	Iterations	500
Globals:	debugLevel=1	maxSwarmSize=1000000	reseedCounter=10000000	minimalExcitement=1.0E-4	logDir=./log	xmlDir=./xml	maxFullHistories=100	noOfBatchFileThreads=8	iniFilename=FlameModel.ini	defaultRandMin=1000	defaultRandMax=10000	defaultMeasurements=100	defaultIterations=500	defaultDimension=3	defaultHistories=10	defaultUseObservable=true
	msmt	iter	FlameClass	F_Row1_real	F_Row1_imag	F_Row2_real	F_Row2_imag	F_absQ	F_size	F_sDim	F_pDim	F_glb exc	F_loc exc[ 1]	F_loc exc[ 2]	F_NullPairsRe[ 0]	F_NullPairsIm[ 0]	F_NullPairsRe[ 1]	F_NullPairsIm[ 1]	F_NullPairsRe[ 2]	F_NullPairsIm[ 2]	F_NullPairsRe[ 3]	F_NullPairsIm[ 3]	F_obR1C1_real	F_obR1C1_imag	F_obR1C2_real	F_obR1C2_imag	F_obR2C1_real	F_obR2C1_imag	F_obR2C2_real	F_obR2C2_imag	F_P0I0	F_P0I1	F_P0I2	F_P0I3	F_P1I0	F_P1I1	F_P1I2	F_P1I3	F_P2I0	F_P2I1	F_P2I2	F_P2I3	F_P3I0	F_P3I1	F_P3I2	F_P3I3	F_R1C1_real	F_R1C1_imag	F_R1C2_real	F_R1C2_imag	F_R2C1_real	F_R2C1_imag	F_R2C2_real	F_R2C2_imag	F_peRow1_real	F_peRow1_imag	F_peRow2_real	F_peRow2_imag	F_evR1C1_real	F_evR1C1_imag	F_evR1C2_real	F_evR1C2_imag	F_evR2C1_real	F_evR2C1_imag	F_evR2C2_real	F_evR2C2_imag	F_ewRow1_real	F_ewRow1_imag	F_ewRow2_real	F_ewRow2_imag
	3	-1	de.bzus.flame.process.PauliFlame	54,00000	-24,00000	24,00000	-40,00000	 5668	3400	2	4	0,94609	0,94609	0,94609	198	202	220	210	199	206	207	176	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	224	202	198	228	233	210	220	216	234	207	199	206	221	219	207	176	40,00000	17,00000	14,00000	-41,00000	12,00000	29,00000	12,00000	-69,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	3	0	de.bzus.flame.process.PauliFlame	41,00000	-7,00000	43,00000	-11,00000	 3700	2534	2	4	0,99579	0,99579	0,99579	125	146	154	137	145	156	180	154	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	166	147	125	146	155	137	154	147	187	156	145	156	180	198	181	154	40,00000	45,00000	1,00000	-52,00000	1,00000	32,00000	42,00000	-43,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	3	1	de.bzus.flame.process.PauliFlame	0,00000	-22,00000	50,00000	4,00000	 3000	1818	2	4	0,54122	0,54122	0,54122	90	90	82	79	85	86	160	147	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	118	90	90	100	82	80	85	79	144	86	85	115	164	193	160	147	32,00000	36,00000	-32,00000	-58,00000	26,00000	60,00000	24,00000	-56,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	3	2	de.bzus.flame.process.PauliFlame	6,00000	-3,00000	82,00000	19,00000	 7130	2211	2	4	0,02509	0,02509	0,02509	90	94	65	58	148	144	207	190	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	126	94	90	101	73	73	65	58	208	144	148	185	210	239	207	190	39,00000	42,00000	-33,00000	-45,00000	49,00000	75,00000	33,00000	-56,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	3	3	de.bzus.flame.process.PauliFlame	10,00000	-4,00000	80,00000	22,00000	 7000	3026	2	4	0,06519	0,06519	0,06519	130	136	88	80	246	243	251	235	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	167	136	130	142	96	95	88	80	304	243	246	280	253	280	251	235	39,00000	39,00000	-29,00000	-43,00000	45,00000	73,00000	35,00000	-51,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	3	4	de.bzus.flame.process.PauliFlame	5,00000	1,00000	83,00000	23,00000	 7444	3784	2	4	0,01392	0,01392	0,01392	170	173	106	97	332	328	296	281	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	204	173	170	182	116	118	106	97	387	328	332	370	299	325	296	281	37,00000	35,00000	-32,00000	-34,00000	52,00000	76,00000	31,00000	-53,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	3	5	de.bzus.flame.process.PauliFlame	1,00000	0,00000	79,00000	28,00000	 7026	4631	2	4	0,00057	0,00057	0,00057	211	215	137	125	425	424	343	328	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	247	215	211	223	141	147	137	125	482	424	425	466	346	371	343	328	39,00000	35,00000	-38,00000	-35,00000	46,00000	79,00000	33,00000	-51,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	3	6	de.bzus.flame.process.PauliFlame	0,00000	0,00000	80,00000	28,00000	 7184	5490	2	4	0,00000	0,00000	0,00000	255	259	163	151	524	523	389	374	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	291	259	255	267	167	173	163	151	581	523	524	565	391	417	389	374	38,00000	35,00000	-38,00000	-35,00000	46,00000	79,00000	34,00000	-51,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	msmt	iter	FlameClass	F_Row1_real	F_Row1_imag	F_Row2_real	F_Row2_imag	F_absQ	F_size	F_sDim	F_pDim	F_glb exc	F_loc exc[ 1]	F_loc exc[ 2]	F_NullPairsRe[ 0]	F_NullPairsIm[ 0]	F_NullPairsRe[ 1]	F_NullPairsIm[ 1]	F_NullPairsRe[ 2]	F_NullPairsIm[ 2]	F_NullPairsRe[ 3]	F_NullPairsIm[ 3]	F_obR1C1_real	F_obR1C1_imag	F_obR1C2_real	F_obR1C2_imag	F_obR2C1_real	F_obR2C1_imag	F_obR2C2_real	F_obR2C2_imag	F_P0I0	F_P0I1	F_P0I2	F_P0I3	F_P1I0	F_P1I1	F_P1I2	F_P1I3	F_P2I0	F_P2I1	F_P2I2	F_P2I3	F_P3I0	F_P3I1	F_P3I2	F_P3I3	F_R1C1_real	F_R1C1_imag	F_R1C2_real	F_R1C2_imag	F_R2C1_real	F_R2C1_imag	F_R2C2_real	F_R2C2_imag	F_peRow1_real	F_peRow1_imag	F_peRow2_real	F_peRow2_imag	F_evR1C1_real	F_evR1C1_imag	F_evR1C2_real	F_evR1C2_imag	F_evR2C1_real	F_evR2C1_imag	F_evR2C2_real	F_evR2C2_imag	F_ewRow1_real	F_ewRow1_imag	F_ewRow2_real	F_ewRow2_imag
	4	-1	de.bzus.flame.process.PauliFlame	54,00000	-24,00000	24,00000	-40,00000	 5668	3400	2	4	0,94609	0,94609	0,94609	198	202	220	210	199	206	207	176	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	224	202	198	228	233	210	220	216	234	207	199	206	221	219	207	176	40,00000	17,00000	14,00000	-41,00000	12,00000	29,00000	12,00000	-69,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	4	0	de.bzus.flame.process.PauliFlame	73,00000	-52,00000	21,00000	-20,00000	 8874	2257	2	4	0,34316	0,34316	0,34316	131	137	126	122	120	126	143	137	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	160	137	131	160	144	122	126	135	160	128	120	126	167	161	143	137	53,00000	1,00000	20,00000	-53,00000	16,00000	27,00000	5,00000	-47,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	4	1	de.bzus.flame.process.PauliFlame	67,00000	-77,00000	-1,00000	-17,00000	10708	2462	2	4	0,10540	0,10540	0,10540	149	151	122	114	116	127	183	173	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	179	151	149	193	125	114	122	119	170	142	116	127	202	197	183	173	49,00000	-18,00000	18,00000	-59,00000	-12,00000	49,00000	11,00000	-66,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	4	2	de.bzus.flame.process.PauliFlame	71,00000	-94,00000	-3,00000	-8,00000	13950	3073	2	4	0,02082	0,02082	0,02082	211	211	121	112	166	184	217	213	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	241	211	211	255	125	112	121	119	228	200	166	184	238	232	217	213	51,00000	-25,00000	20,00000	-69,00000	-12,00000	55,00000	9,00000	-63,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	4	3	de.bzus.flame.process.PauliFlame	72,00000	-89,00000	8,00000	-9,00000	13250	3853	2	4	0,04329	0,04329	0,04329	280	284	130	123	243	262	252	250	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	315	284	280	327	135	123	130	129	305	274	243	262	272	272	252	250	55,00000	-21,00000	17,00000	-68,00000	-7,00000	56,00000	15,00000	-65,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	4	4	de.bzus.flame.process.PauliFlame	63,00000	-91,00000	1,00000	-7,00000	12300	4602	2	4	0,01619	0,01619	0,01619	353	354	138	133	311	331	293	289	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	381	354	353	398	142	133	138	138	375	343	311	331	312	311	293	289	47,00000	-22,00000	16,00000	-69,00000	-8,00000	59,00000	9,00000	-66,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	4	5	de.bzus.flame.process.PauliFlame	67,00000	-93,00000	3,00000	-3,00000	13156	5350	2	4	0,00547	0,00547	0,00547	420	422	146	142	383	402	331	329	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	451	422	420	467	150	142	146	145	448	413	383	402	352	349	331	329	52,00000	-25,00000	15,00000	-68,00000	-7,00000	62,00000	10,00000	-65,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	4	6	de.bzus.flame.process.PauliFlame	65,00000	-92,00000	-1,00000	-6,00000	12726	6127	2	4	0,01160	0,01160	0,01160	496	496	153	149	458	478	368	367	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	526	496	496	542	155	149	153	152	521	488	458	478	391	387	368	367	53,00000	-26,00000	12,00000	-66,00000	-8,00000	60,00000	7,00000	-66,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	4	7	de.bzus.flame.process.PauliFlame	60,00000	-89,00000	2,00000	-5,00000	11550	6887	2	4	0,01002	0,01002	0,01002	570	570	158	154	530	548	410	409	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	599	570	570	616	160	154	158	155	592	560	530	548	427	429	410	409	46,00000	-26,00000	14,00000	-63,00000	-10,00000	61,00000	12,00000	-66,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	4	8	de.bzus.flame.process.PauliFlame	56,00000	-92,00000	0,00000	-2,00000	11604	7630	2	4	0,00138	0,00138	0,00138	643	645	161	156	601	622	447	446	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	670	645	643	691	162	156	161	157	666	633	601	622	464	466	447	446	44,00000	-26,00000	12,00000	-66,00000	-10,00000	64,00000	10,00000	-66,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	4	9	de.bzus.flame.process.PauliFlame	56,00000	-90,00000	0,00000	0,00000	11236	8380	2	4	0,00000	0,00000	0,00000	716	718	163	158	677	698	484	483	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	743	718	716	763	164	158	163	158	742	709	677	698	501	503	484	483	44,00000	-25,00000	12,00000	-65,00000	-10,00000	65,00000	10,00000	-65,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	msmt	iter	FlameClass	F_Row1_real	F_Row1_imag	F_Row2_real	F_Row2_imag	F_absQ	F_size	F_sDim	F_pDim	F_glb exc	F_loc exc[ 1]	F_loc exc[ 2]	F_NullPairsRe[ 0]	F_NullPairsIm[ 0]	F_NullPairsRe[ 1]	F_NullPairsIm[ 1]	F_NullPairsRe[ 2]	F_NullPairsIm[ 2]	F_NullPairsRe[ 3]	F_NullPairsIm[ 3]	F_obR1C1_real	F_obR1C1_imag	F_obR1C2_real	F_obR1C2_imag	F_obR2C1_real	F_obR2C1_imag	F_obR2C2_real	F_obR2C2_imag	F_P0I0	F_P0I1	F_P0I2	F_P0I3	F_P1I0	F_P1I1	F_P1I2	F_P1I3	F_P2I0	F_P2I1	F_P2I2	F_P2I3	F_P3I0	F_P3I1	F_P3I2	F_P3I3	F_R1C1_real	F_R1C1_imag	F_R1C2_real	F_R1C2_imag	F_R2C1_real	F_R2C1_imag	F_R2C2_real	F_R2C2_imag	F_peRow1_real	F_peRow1_imag	F_peRow2_real	F_peRow2_imag	F_evR1C1_real	F_evR1C1_imag	F_evR1C2_real	F_evR1C2_imag	F_evR2C1_real	F_evR2C1_imag	F_evR2C2_real	F_evR2C2_imag	F_ewRow1_real	F_ewRow1_imag	F_ewRow2_real	F_ewRow2_imag
	5	-1	de.bzus.flame.process.PauliFlame	54,00000	-24,00000	24,00000	-40,00000	 5668	3400	2	4	0,94609	0,94609	0,94609	198	202	220	210	199	206	207	176	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	224	202	198	228	233	210	220	216	234	207	199	206	221	219	207	176	40,00000	17,00000	14,00000	-41,00000	12,00000	29,00000	12,00000	-69,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	0	de.bzus.flame.process.PauliFlame	53,00000	-23,00000	19,00000	-99,00000	13500	2176	2	4	0,74449	0,74449	0,74449	125	123	127	112	129	113	146	118	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	168	123	125	168	127	112	134	128	141	130	129	113	146	168	146	118	43,00000	5,00000	10,00000	-28,00000	-24,00000	-4,00000	43,00000	-95,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	1	de.bzus.flame.process.PauliFlame	46,00000	12,00000	40,00000	-82,00000	10584	1770	2	4	0,67174	0,67174	0,67174	136	143	85	77	86	75	103	99	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	181	143	136	165	85	77	87	90	86	93	94	75	103	138	118	99	30,00000	17,00000	16,00000	-5,00000	-20,00000	-21,00000	60,00000	-61,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	2	de.bzus.flame.process.PauliFlame	49,00000	28,00000	45,00000	-112,00000	17754	1659	2	4	0,58885	0,58885	0,58885	132	140	58	45	68	69	114	106	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	181	140	132	154	58	45	60	73	68	86	92	69	114	152	129	106	34,00000	32,00000	15,00000	-4,00000	-19,00000	-52,00000	64,00000	-60,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	3	de.bzus.flame.process.PauliFlame	27,00000	13,00000	29,00000	-113,00000	14508	1980	2	4	0,23226	0,23226	0,23226	135	138	67	64	96	94	152	142	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	176	138	135	165	67	64	80	87	96	112	110	94	152	191	171	142	22,00000	22,00000	5,00000	-9,00000	-31,00000	-37,00000	60,00000	-76,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	4	de.bzus.flame.process.PauliFlame	39,00000	17,00000	49,00000	-125,00000	19836	2398	2	4	0,33169	0,33169	0,33169	178	185	91	83	104	100	181	168	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	228	185	178	216	91	83	97	106	104	116	118	100	181	225	202	168	29,00000	26,00000	10,00000	-9,00000	-22,00000	-37,00000	71,00000	-88,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	5	de.bzus.flame.process.PauliFlame	13,00000	28,00000	63,00000	-114,00000	17918	2819	2	4	0,20143	0,20143	0,20143	225	220	107	96	114	112	223	216	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	266	220	225	248	107	96	110	111	114	117	124	112	223	277	253	216	11,00000	33,00000	2,00000	-5,00000	-8,00000	-25,00000	71,00000	-89,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	6	de.bzus.flame.process.PauliFlame	3,00000	44,00000	97,00000	-154,00000	35070	3247	2	4	0,20954	0,20954	0,20954	263	253	117	104	109	119	262	263	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	313	253	263	290	117	104	117	122	109	127	133	119	262	338	317	263	-5,00000	38,00000	8,00000	6,00000	-8,00000	-42,00000	105,00000	-112,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	7	de.bzus.flame.process.PauliFlame	-11,00000	59,00000	125,00000	-143,00000	39676	3680	2	4	0,33017	0,33017	0,33017	300	304	109	115	117	121	305	309	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	369	304	300	338	109	115	121	123	117	135	142	121	305	385	387	309	-13,00000	42,00000	2,00000	17,00000	-26,00000	-33,00000	151,00000	-110,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	8	de.bzus.flame.process.PauliFlame	-10,00000	57,00000	132,00000	-151,00000	43574	4333	2	4	0,28380	0,28380	0,28380	335	345	104	109	138	144	406	413	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	410	345	335	376	104	109	118	125	138	161	158	144	406	497	494	413	-13,00000	53,00000	3,00000	4,00000	-31,00000	-36,00000	163,00000	-115,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	9	de.bzus.flame.process.PauliFlame	-79,00000	92,00000	135,00000	-134,00000	50886	4121	2	4	0,82188	0,82188	0,82188	383	397	92	111	104	117	340	352	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	439	397	383	414	92	111	120	115	104	119	130	117	340	439	449	352	-53,00000	70,00000	-26,00000	22,00000	-30,00000	-30,00000	165,00000	-104,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	10	de.bzus.flame.process.PauliFlame	-9,00000	52,00000	105,00000	-44,00000	15746	3245	2	4	0,58235	0,58235	0,58235	257	278	68	75	75	83	332	344	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	326	293	257	278	68	75	89	86	75	83	95	86	332	372	386	344	15,00000	43,00000	-24,00000	9,00000	-18,00000	-31,00000	123,00000	-13,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	11	de.bzus.flame.process.PauliFlame	17,00000	58,00000	131,00000	-58,00000	24178	3183	2	4	0,51304	0,51304	0,51304	230	252	78	85	72	89	328	331	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	322	266	230	252	78	85	96	99	72	89	89	90	328	372	384	331	36,00000	55,00000	-19,00000	3,00000	-17,00000	-31,00000	148,00000	-27,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	12	de.bzus.flame.process.PauliFlame	28,00000	35,00000	124,00000	-95,00000	26410	3567	2	4	0,28113	0,28113	0,28113	249	258	102	106	78	98	382	386	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	340	258	249	276	102	106	117	118	78	98	101	102	382	428	426	386	47,00000	24,00000	-19,00000	11,00000	-11,00000	-35,00000	135,00000	-60,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	13	de.bzus.flame.process.PauliFlame	1,00000	31,00000	119,00000	-111,00000	27444	4148	2	4	0,13530	0,13530	0,13530	306	317	124	126	93	115	432	437	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	375	317	306	345	124	126	133	138	93	115	121	126	432	480	480	437	21,00000	15,00000	-20,00000	16,00000	2,00000	-40,00000	117,00000	-71,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	14	de.bzus.flame.process.PauliFlame	-14,00000	25,00000	90,00000	-101,00000	19122	4603	2	4	0,16437	0,16437	0,16437	386	394	122	128	110	138	444	464	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	444	394	386	416	122	128	142	144	110	138	145	142	444	492	492	464	10,00000	6,00000	-24,00000	19,00000	-16,00000	-51,00000	106,00000	-50,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	15	de.bzus.flame.process.PauliFlame	-11,00000	24,00000	95,00000	-104,00000	20538	5171	2	4	0,13114	0,13114	0,13114	424	433	150	156	140	165	490	507	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	486	433	424	458	150	156	170	171	140	166	173	165	490	538	544	507	8,00000	6,00000	-19,00000	18,00000	-21,00000	-48,00000	116,00000	-56,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	16	de.bzus.flame.process.PauliFlame	11,00000	22,00000	95,00000	-108,00000	21294	5849	2	4	0,11042	0,11042	0,11042	473	487	172	171	171	194	560	570	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	548	487	473	506	172	171	194	195	171	197	201	194	560	605	605	570	30,00000	16,00000	-19,00000	6,00000	-25,00000	-54,00000	120,00000	-54,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	17	de.bzus.flame.process.PauliFlame	8,00000	6,00000	106,00000	-128,00000	27720	6596	2	4	0,01438	0,01438	0,01438	523	534	209	211	193	225	624	637	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	604	534	523	570	209	211	233	236	193	226	230	225	624	667	674	637	31,00000	-6,00000	-23,00000	12,00000	-25,00000	-62,00000	131,00000	-66,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	18	de.bzus.flame.process.PauliFlame	2,00000	3,00000	106,00000	-125,00000	26874	7697	2	4	0,00193	0,00193	0,00193	639	648	257	259	229	262	698	715	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	717	648	639	684	257	259	281	284	229	264	266	262	698	742	752	715	24,00000	-9,00000	-22,00000	12,00000	-26,00000	-62,00000	132,00000	-63,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	19	de.bzus.flame.process.PauliFlame	3,00000	1,00000	107,00000	-129,00000	28100	8824	2	4	0,00142	0,00142	0,00142	753	759	306	308	268	301	779	795	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	831	759	753	798	306	308	329	333	268	303	305	301	779	823	833	795	24,00000	-11,00000	-21,00000	12,00000	-25,00000	-62,00000	132,00000	-67,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
	5	20	de.bzus.flame.process.PauliFlame	6,00000	-6,00000	110,00000	-124,00000	27548	9950	2	4	0,01043	0,01043	0,01043	869	876	354	354	307	340	860	877	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	-1,00000	0,00000	948	876	869	915	354	354	375	380	307	340	342	340	860	901	912	877	27,00000	-15,00000	-21,00000	9,00000	-21,00000	-61,00000	131,00000	-63,00000	1,00000	0,00000	1,00000	0,00000	1,00000	0,00000	0,00000	0,00000	0,00000	0,00000	1,00000	0,00000	-1,00000	0,00000	1,00000	0,00000
